,Potencial Retardador,Corriente,Desfasaje,X,Y,EscTemporal,EscAmplitud,Fecha de medicion,Tiempo Integracion,Frec de Señal,Tiempo de espera
78,2.2236180904522613,1.89716e-11,-52.926,1.14362e-11,-1.51382e-11,10,13,,,,
79,2.271356783919598,1.8968e-11,-52.776,1.14735e-11,-1.51045e-11,10,13,,,,
80,2.3190954773869343,1.90213e-11,-53.244,1.13812e-11,-1.52413e-11,10,13,,,,
81,2.366834170854271,1.94441e-11,-52.932,1.17205e-11,-1.55166e-11,10,13,,,,
82,2.414572864321608,1.92238e-11,-53.076,1.15482e-11,-1.53692e-11,10,13,,,,
83,2.4623115577889445,1.97035e-11,-53.784,1.16405e-11,-1.58985e-11,10,13,,,,
84,2.5100502512562812,2.00374e-11,-54.18,1.17258e-11,-1.62484e-11,10,13,,,,
85,2.557788944723618,2.0613e-11,-55.434,1.16938e-11,-1.69768e-11,10,13,,,,
86,2.6055276381909547,2.12276e-11,-56.976,1.15677e-11,-1.77992e-11,10,13,,,,
87,2.6532663316582914,2.05526e-11,-56.4,1.13741e-11,-1.71206e-11,10,13,,,,
88,2.701005025125628,2.10819e-11,-57.096,1.14522e-11,-1.77015e-11,10,13,,,,
89,2.748743718592965,2.14159e-11,-57.408,1.15357e-11,-1.80443e-11,10,13,,,,
90,2.7964824120603016,2.17303e-11,-57.984,1.15197e-11,-1.84263e-11,10,13,,,,
91,2.8442211055276383,2.15633e-11,-57.888,1.14611e-11,-1.82646e-11,10,13,,,,
92,2.891959798994975,2.12471e-11,-56.964,1.15837e-11,-1.78134e-11,10,13,,,,
93,2.9396984924623117,2.08563e-11,-56.352,1.15553e-11,-1.7364e-11,10,13,,,,
94,2.9874371859296485,2.07462e-11,-56.736,1.13794e-11,-1.7348e-11,10,13,,,,
95,3.035175879396985,2.09842e-11,-57.48,1.12799e-11,-1.76962e-11,10,13,,,,
96,3.082914572864322,2.12205e-11,-57.6,1.13705e-11,-1.79182e-11,10,13,,,,
97,3.1306532663316577,2.21122e-11,-58.284,1.16228e-11,-1.88117e-11,10,13,,,,
98,3.1783919597989945,2.18617e-11,-57.978,1.15908e-11,-1.85364e-11,10,13,,,,
99,3.226130653266331,2.27819e-11,-59.094,1.17009e-11,-1.95489e-11,10,13,,,,
100,3.273869346733668,2.26771e-11,-59.352,1.15606e-11,-1.95098e-11,10,13,,,,
101,3.3216080402010046,2.27073e-11,-59.232,1.16157e-11,-1.95134e-11,10,13,,,,
102,3.3693467336683414,2.294e-11,-59.598,1.16085e-11,-1.97869e-11,10,13,,,,
103,3.417085427135678,2.31336e-11,-60.228,1.14878e-11,-2.00818e-11,10,13,,,,
104,3.464824120603015,2.32508e-11,-60.084,1.15961e-11,-2.01547e-11,10,13,,,,
105,3.5125628140703515,2.33805e-11,-60.384,1.15535e-11,-2.0327e-11,10,13,,,,
106,3.5603015075376883,2.34391e-11,-60.486,1.15464e-11,-2.03998e-11,10,13,,,,
107,3.608040201005025,2.40609e-11,-61.362,1.15322e-11,-2.11192e-11,10,13,,,,
