,Potencial Retardador,Corriente,Desfasaje,EscTemporal,EscAmplitud,Fecha de medicion,Tiempo Integracion,Frec de Señal,Tiempo de espera
41,-0.5151515151515151,2.11921e-12,1.80124e-11,10,13,,,,
42,-0.4545454545454546,2.03572e-12,1.79644e-11,10,13,,,,
43,-0.39393939393939403,1.50636e-12,1.7904e-11,10,13,,,,
44,-0.33333333333333304,1.27188e-12,1.79431e-11,10,13,,,,
45,-0.2727272727272725,5.20476e-13,1.76802e-11,10,13,,,,
46,-0.21212121212121193,-2.16716e-13,1.76553e-11,10,13,,,,
47,-0.15151515151515138,-1.11734e-12,1.79413e-11,10,13,,,,
48,-0.09090909090909083,-2.14408e-12,1.77921e-11,10,13,,,,
49,-0.030303030303030276,-3.40707e-12,1.79839e-11,10,13,,,,
50,0.030303030303030276,-4.5777e-12,1.79324e-11,10,13,,,,
51,0.09090909090909083,-5.69858e-12,1.78436e-11,10,13,,,,
52,0.15151515151515138,-6.38781e-12,1.77672e-11,10,13,,,,
53,0.21212121212121238,-7.28312e-12,1.78063e-11,10,13,,,,
54,0.27272727272727293,-8.32939e-12,1.78063e-11,10,13,,,,
55,0.3333333333333335,-9.45383e-12,1.76358e-11,10,13,,,,
56,0.39393939393939403,-1.05321e-11,1.75949e-11,10,13,,,,
57,0.4545454545454546,-1.16796e-11,1.76233e-11,10,13,,,,
58,0.5151515151515151,-1.25376e-11,1.7634e-11,10,13,,,,
59,0.5757575757575757,-1.48611e-11,1.76038e-11,10,13,,,,
60,0.6363636363636367,-1.64385e-11,1.75452e-11,10,13,,,,
61,0.6969696969696972,-1.77797e-11,1.7531e-11,10,13,,,,
62,0.7575757575757578,-1.91297e-11,1.72929e-11,10,13,,,,
63,0.8181818181818183,-2.04957e-11,1.74102e-11,10,13,,,,
64,0.8787878787878789,-2.18173e-11,1.74173e-11,10,13,,,,
65,0.9393939393939394,-2.29986e-11,1.71722e-11,10,13,,,,
66,1.0,-2.42936e-11,1.72947e-11,10,13,,,,
67,1.0606060606060606,-2.65229e-11,1.72894e-11,10,13,,,,
68,1.121212121212121,-2.72103e-11,1.74262e-11,10,13,,,,
69,1.1818181818181817,-2.83952e-11,1.75097e-11,10,13,,,,
70,1.2424242424242422,-2.93972e-11,1.73587e-11,10,13,,,,
71,1.3030303030303028,-3.02587e-11,1.90071e-11,10,14,,,,
72,1.3636363636363633,-3.16762e-11,1.77637e-11,10,14,,,,
73,1.4242424242424248,-3.28664e-11,1.72059e-11,10,14,,,,
74,1.4848484848484853,-3.37794e-11,1.71633e-11,10,14,,,,
75,1.5454545454545459,-3.47884e-11,1.71597e-11,10,14,,,,
76,1.6060606060606064,-3.59999e-11,1.71526e-11,10,14,,,,
77,1.666666666666667,-3.69733e-11,1.71739e-11,10,14,,,,
78,1.7272727272727275,-3.7865e-11,1.70745e-11,10,14,,,,
79,1.787878787878788,-3.90836e-11,1.70105e-11,10,14,,,,
80,1.8484848484848486,-4.02987e-11,1.71348e-11,10,14,,,,
81,1.9090909090909092,-4.11406e-11,1.72272e-11,10,14,,,,
82,1.9696969696969697,-4.11264e-11,1.738e-11,10,14,,,,
83,2.0303030303030303,-4.16487e-11,1.73089e-11,10,14,,,,
84,2.090909090909091,-4.25866e-11,1.72805e-11,10,14,,,,
85,2.1515151515151514,-4.36347e-11,1.71917e-11,10,14,,,,
86,2.212121212121212,-4.44305e-11,1.71277e-11,10,14,,,,
87,2.2727272727272725,-4.52014e-11,1.71348e-11,10,14,,,,
88,2.333333333333334,-4.67859e-11,1.71881e-11,10,14,,,,
89,2.3939393939393945,-4.77309e-11,1.70638e-11,10,14,,,,
90,2.454545454545455,-4.81217e-11,1.69537e-11,10,14,,,,
91,2.5151515151515156,-4.89246e-11,1.69537e-11,10,14,,,,
92,2.575757575757576,-4.95322e-11,1.70887e-11,10,14,,,,
93,2.6363636363636367,-5.03351e-11,1.69572e-11,10,14,,,,
94,2.6969696969696972,-5.12623e-11,1.68329e-11,10,14,,,,
95,2.757575757575758,-5.21008e-11,1.68222e-11,10,14,,,,
96,2.8181818181818183,-5.28859e-11,1.67618e-11,10,14,,,,
97,2.878787878787879,-5.36675e-11,1.67938e-11,10,14,,,,
98,2.9393939393939394,-5.43887e-11,1.67156e-11,10,14,,,,
99,3.0,-5.54758e-11,1.67334e-11,10,14,,,,
