,Potencial Retardador,Corriente,Desfasaje,EscTemporal,EscAmplitud,Fecha de medicion,Tiempo Integracion,Frec de Señal
40,-0.5757575757575757,1.79768e-12,1.79928e-11,10,13,,,
41,-0.5151515151515151,1.33227e-12,1.76784e-11,10,13,,,
42,-0.4545454545454546,8.26009e-13,1.7682e-11,10,13,,,
43,-0.39393939393939403,4.9916e-13,1.77708e-11,10,13,,,
44,-0.33333333333333304,-9.2371e-14,1.78649e-11,10,13,,,
45,-0.2727272727272725,-7.24757e-13,1.76802e-11,10,13,,,
46,-0.21212121212121193,-1.49748e-12,1.74688e-11,10,13,,,
47,-0.15151515151515138,-2.1423e-12,1.77335e-11,10,13,,,
48,-0.09090909090909083,-2.90791e-12,1.7753e-11,10,13,,,
49,-0.030303030303030276,-3.55273e-12,1.7547e-11,10,13,,,
50,0.030303030303030276,-4.60079e-12,1.7634e-11,10,13,,,
51,0.09090909090909083,-5.4943e-12,1.76926e-11,10,13,,,
52,0.15151515151515138,-6.48373e-12,1.7737e-11,10,13,,,
53,0.21212121212121238,-7.61352e-12,1.76411e-11,10,13,,,
54,0.27272727272727293,-8.51236e-12,1.75363e-11,10,13,,,
55,0.3333333333333335,-9.56751e-12,1.76091e-11,10,13,,,
56,0.39393939393939403,-1.07737e-11,1.75825e-11,10,13,,,
57,0.4545454545454546,-1.19958e-11,1.75328e-11,10,13,,,
58,0.5151515151515151,-1.30456e-11,1.75487e-11,10,13,,,
59,0.5757575757575757,-1.41132e-11,1.77033e-11,10,13,,,
60,0.6363636363636367,-1.51738e-11,1.74759e-11,10,13,,,
61,0.6969696969696972,-1.63231e-11,1.75043e-11,10,13,,,
62,0.7575757575757578,-1.73818e-11,1.74581e-11,10,13,,,
63,0.8181818181818183,-1.84476e-11,1.74901e-11,10,13,,,
64,0.8787878787878789,-1.95258e-11,1.75185e-11,10,13,,,
65,0.9393939393939394,-2.07178e-11,1.7563e-11,10,13,,,
66,1.0,-2.1677e-11,1.73516e-11,10,13,,,
67,1.0606060606060606,-2.27464e-11,1.73622e-11,10,13,,,
68,1.121212121212121,-2.36594e-11,1.75008e-11,10,13,,,
69,1.1818181818181817,-2.46311e-11,1.74937e-11,10,13,,,
70,1.2424242424242422,-2.57164e-11,1.75008e-11,10,13,,,
71,1.3030303030303028,-2.77823e-11,1.80443e-11,10,14,,,
72,1.3636363636363633,-2.91076e-11,1.7952e-11,10,14,,,
73,1.4242424242424248,-2.89299e-11,1.75718e-11,10,14,,,
74,1.4848484848484853,-2.96156e-11,1.75292e-11,10,14,,,
75,1.5454545454545459,-3.06921e-11,1.71917e-11,10,14,,,
76,1.6060606060606064,-3.17153e-11,1.7245e-11,10,14,,,
77,1.666666666666667,-3.26497e-11,1.72095e-11,10,14,,,
78,1.7272727272727275,-3.36942e-11,1.73764e-11,10,14,,,
79,1.787878787878788,-3.45433e-11,1.71917e-11,10,14,,,
80,1.8484848484848486,-3.54385e-11,1.69075e-11,10,14,,,
81,1.9090909090909092,-3.62557e-11,1.70673e-11,10,14,,,
82,1.9696969696969697,-3.71616e-11,1.7277e-11,10,14,,,
83,2.0303030303030303,-3.80391e-11,1.71562e-11,10,14,,,
84,2.090909090909091,-3.90588e-11,1.71206e-11,10,14,,,
85,2.1515151515151514,-4.01885e-11,1.69821e-11,10,14,,,
86,2.212121212121212,-4.09808e-11,1.6975e-11,10,14,,,
87,2.2727272727272725,-4.16309e-11,1.71597e-11,10,14,,,
88,2.333333333333334,-4.23628e-11,1.71988e-11,10,14,,,
89,2.3939393939393945,-4.32758e-11,1.71668e-11,10,14,,,
90,2.454545454545455,-4.43559e-11,1.70851e-11,10,14,,,
91,2.5151515151515156,-4.49243e-11,1.69785e-11,10,14,,,
92,2.575757575757576,-4.58764e-11,1.68258e-11,10,14,,,
93,2.6363636363636367,-4.66758e-11,1.69359e-11,10,14,,,
94,2.6969696969696972,-4.73899e-11,1.70105e-11,10,14,,,
95,2.757575757575758,-4.81644e-11,1.71064e-11,10,14,,,
96,2.8181818181818183,-4.89566e-11,1.69501e-11,10,14,,,
97,2.878787878787879,-4.95144e-11,1.66943e-11,10,14,,,
98,2.9393939393939394,-5.00864e-11,1.68577e-11,10,14,,,
99,3.0,-5.22393e-11,1.90498e-11,10,15,,,
